FragmentID	FragmentLength	Species	DomainTruth	WithinSpeciesRank	SourceSequence	Start1	End1	Selection
FRAG|20000|Cryptococcus_neoformans|Eukaryote|013|00013|33666|100001	20000	Cryptococcus neoformans	Eukaryote	13	00013|33666	100001	120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|014|00015|34549|1	20000	Cryptococcus neoformans	Eukaryote	14	00015|34549	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|015|00016|34952|60001	20000	Cryptococcus neoformans	Eukaryote	15	00016|34952	60001	80000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|016|00018|35739|20001	20000	Cryptococcus neoformans	Eukaryote	16	00018|35739	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|017|00019|34418|80001	20000	Cryptococcus neoformans	Eukaryote	17	00019|34418	80001	100000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|018|00021|34378|40001	20000	Cryptococcus neoformans	Eukaryote	18	00021|34378	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|019|00023|35334|20001	20000	Cryptococcus neoformans	Eukaryote	19	00023|35334	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|020|00025|34010|1	20000	Cryptococcus neoformans	Eukaryote	20	00025|34010	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|021|00026|30189|80001	20000	Cryptococcus neoformans	Eukaryote	21	00026|30189	80001	100000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|022|00028|34337|60001	20000	Cryptococcus neoformans	Eukaryote	22	00028|34337	60001	80000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|023|00031|35796|1	20000	Cryptococcus neoformans	Eukaryote	23	00031|35796	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|024|00033|33966|20001	20000	Cryptococcus neoformans	Eukaryote	24	00033|33966	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|025|00035|24351|40001	20000	Cryptococcus neoformans	Eukaryote	25	00035|24351	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|026|00038|33889|20001	20000	Cryptococcus neoformans	Eukaryote	26	00038|33889	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|027|00041|35289|20001	20000	Cryptococcus neoformans	Eukaryote	27	00041|35289	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|028|00044|34157|20001	20000	Cryptococcus neoformans	Eukaryote	28	00044|34157	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|029|00047|33847|20001	20000	Cryptococcus neoformans	Eukaryote	29	00047|33847	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|030|00050|34167|40001	20000	Cryptococcus neoformans	Eukaryote	30	00050|34167	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|031|00053|34538|40001	20000	Cryptococcus neoformans	Eukaryote	31	00053|34538	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|032|00056|34686|40001	20000	Cryptococcus neoformans	Eukaryote	32	00056|34686	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|033|00059|35482|40001	20000	Cryptococcus neoformans	Eukaryote	33	00059|35482	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|034|00062|34068|40001	20000	Cryptococcus neoformans	Eukaryote	34	00062|34068	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|035|00065|35526|40001	20000	Cryptococcus neoformans	Eukaryote	35	00065|35526	40001	60000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|036|00070|34923|1	20000	Cryptococcus neoformans	Eukaryote	36	00070|34923	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|037|00075|34627|1	20000	Cryptococcus neoformans	Eukaryote	37	00075|34627	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|038|00079|35180|20001	20000	Cryptococcus neoformans	Eukaryote	38	00079|35180	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|039|00084|35794|1	20000	Cryptococcus neoformans	Eukaryote	39	00084|35794	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|040|00088|35797|20001	20000	Cryptococcus neoformans	Eukaryote	40	00088|35797	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|041|00093|34444|1	20000	Cryptococcus neoformans	Eukaryote	41	00093|34444	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|042|00097|34119|20001	20000	Cryptococcus neoformans	Eukaryote	42	00097|34119	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|043|00102|33774|1	20000	Cryptococcus neoformans	Eukaryote	43	00102|33774	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|044|00106|34201|20001	20000	Cryptococcus neoformans	Eukaryote	44	00106|34201	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|045|00111|34258|20001	20000	Cryptococcus neoformans	Eukaryote	45	00111|34258	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|046|00116|35742|1	20000	Cryptococcus neoformans	Eukaryote	46	00116|35742	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|047|00120|33924|20001	20000	Cryptococcus neoformans	Eukaryote	47	00120|33924	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|048|00125|35784|1	20000	Cryptococcus neoformans	Eukaryote	48	00125|35784	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|049|00129|35177|20001	20000	Cryptococcus neoformans	Eukaryote	49	00129|35177	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|050|00134|35519|1	20000	Cryptococcus neoformans	Eukaryote	50	00134|35519	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|051|00139|33990|1	20000	Cryptococcus neoformans	Eukaryote	51	00139|33990	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|052|00149|34996|1	20000	Cryptococcus neoformans	Eukaryote	52	00149|34996	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|053|00158|35416|1	20000	Cryptococcus neoformans	Eukaryote	53	00158|35416	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|054|00167|35317|1	20000	Cryptococcus neoformans	Eukaryote	54	00167|35317	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|055|00176|34404|1	20000	Cryptococcus neoformans	Eukaryote	55	00176|34404	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|056|00185|34389|1	20000	Cryptococcus neoformans	Eukaryote	56	00185|34389	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|057|00194|34179|1	20000	Cryptococcus neoformans	Eukaryote	57	00194|34179	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|058|00203|34473|1	20000	Cryptococcus neoformans	Eukaryote	58	00203|34473	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|059|00213|33772|1	20000	Cryptococcus neoformans	Eukaryote	59	00213|33772	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|060|00222|35097|1	20000	Cryptococcus neoformans	Eukaryote	60	00222|35097	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|061|00231|33656|1	20000	Cryptococcus neoformans	Eukaryote	61	00231|33656	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|062|00240|34356|1	20000	Cryptococcus neoformans	Eukaryote	62	00240|34356	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|063|00249|35438|1	20000	Cryptococcus neoformans	Eukaryote	63	00249|35438	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|064|00258|33831|1	20000	Cryptococcus neoformans	Eukaryote	64	00258|33831	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|065|00267|35222|1	20000	Cryptococcus neoformans	Eukaryote	65	00267|35222	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|066|00277|35002|1	20000	Cryptococcus neoformans	Eukaryote	66	00277|35002	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|067|00286|34841|1	20000	Cryptococcus neoformans	Eukaryote	67	00286|34841	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|068|00295|35402|1	20000	Cryptococcus neoformans	Eukaryote	68	00295|35402	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|069|00304|33860|1	20000	Cryptococcus neoformans	Eukaryote	69	00304|33860	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|070|00313|35449|1	20000	Cryptococcus neoformans	Eukaryote	70	00313|35449	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|071|00322|34526|1	20000	Cryptococcus neoformans	Eukaryote	71	00322|34526	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|072|00331|33837|1	20000	Cryptococcus neoformans	Eukaryote	72	00331|33837	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|073|00341|34757|1	20000	Cryptococcus neoformans	Eukaryote	73	00341|34757	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|074|00350|35569|1	20000	Cryptococcus neoformans	Eukaryote	74	00350|35569	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|075|00359|35293|1	20000	Cryptococcus neoformans	Eukaryote	75	00359|35293	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|076|00368|33842|1	20000	Cryptococcus neoformans	Eukaryote	76	00368|33842	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|077|00377|33704|1	20000	Cryptococcus neoformans	Eukaryote	77	00377|33704	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|078|00386|35031|1	20000	Cryptococcus neoformans	Eukaryote	78	00386|35031	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|079|00395|34261|1	20000	Cryptococcus neoformans	Eukaryote	79	00395|34261	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Cryptococcus_neoformans|Eukaryote|080|00405|35028|1	20000	Cryptococcus neoformans	Eukaryote	80	00405|35028	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|001|00001|Enterococcus_faecalis_complete_genome|1	20000	Enterococcus faecalis	Prokaryote	1	00001|Enterococcus_faecalis_complete_genome	1	20000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|002|00001|Enterococcus_faecalis_complete_genome|20001	20000	Enterococcus faecalis	Prokaryote	2	00001|Enterococcus_faecalis_complete_genome	20001	40000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|003|00001|Enterococcus_faecalis_complete_genome|60001	20000	Enterococcus faecalis	Prokaryote	3	00001|Enterococcus_faecalis_complete_genome	60001	80000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|004|00001|Enterococcus_faecalis_complete_genome|100001	20000	Enterococcus faecalis	Prokaryote	4	00001|Enterococcus_faecalis_complete_genome	100001	120000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|005|00001|Enterococcus_faecalis_complete_genome|140001	20000	Enterococcus faecalis	Prokaryote	5	00001|Enterococcus_faecalis_complete_genome	140001	160000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|006|00001|Enterococcus_faecalis_complete_genome|160001	20000	Enterococcus faecalis	Prokaryote	6	00001|Enterococcus_faecalis_complete_genome	160001	180000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|007|00001|Enterococcus_faecalis_complete_genome|200001	20000	Enterococcus faecalis	Prokaryote	7	00001|Enterococcus_faecalis_complete_genome	200001	220000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|008|00001|Enterococcus_faecalis_complete_genome|240001	20000	Enterococcus faecalis	Prokaryote	8	00001|Enterococcus_faecalis_complete_genome	240001	260000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|009|00001|Enterococcus_faecalis_complete_genome|280001	20000	Enterococcus faecalis	Prokaryote	9	00001|Enterococcus_faecalis_complete_genome	280001	300000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|010|00001|Enterococcus_faecalis_complete_genome|320001	20000	Enterococcus faecalis	Prokaryote	10	00001|Enterococcus_faecalis_complete_genome	320001	340000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|011|00001|Enterococcus_faecalis_complete_genome|340001	20000	Enterococcus faecalis	Prokaryote	11	00001|Enterococcus_faecalis_complete_genome	340001	360000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|012|00001|Enterococcus_faecalis_complete_genome|380001	20000	Enterococcus faecalis	Prokaryote	12	00001|Enterococcus_faecalis_complete_genome	380001	400000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|013|00001|Enterococcus_faecalis_complete_genome|420001	20000	Enterococcus faecalis	Prokaryote	13	00001|Enterococcus_faecalis_complete_genome	420001	440000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|014|00001|Enterococcus_faecalis_complete_genome|460001	20000	Enterococcus faecalis	Prokaryote	14	00001|Enterococcus_faecalis_complete_genome	460001	480000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|015|00001|Enterococcus_faecalis_complete_genome|480001	20000	Enterococcus faecalis	Prokaryote	15	00001|Enterococcus_faecalis_complete_genome	480001	500000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|016|00001|Enterococcus_faecalis_complete_genome|520001	20000	Enterococcus faecalis	Prokaryote	16	00001|Enterococcus_faecalis_complete_genome	520001	540000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|20000|Enterococcus_faecalis|Prokaryote|017|00001|Enterococcus_faecalis_complete_genome|560001	20000	Enterococcus faecalis	Prokaryote	17	00001|Enterococcus_faecalis_complete_genome	560001	580000	80 evenly spaced non-overlapping exact-length fragments per species
