pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
			Staphylococcus lugdunensis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	Nonmotile					34.0				Staphylococcus_lugdunensis.json					Staphylococcus_lugdunensis	species
	0.0	Staphylococcus nepalensis	Staphylococcus nepalensis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	214473.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221195/ERR2221195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221195/ERR2221195_2.fastq.gz	Staphylococcus_nepalensis.json	0.0	GCF_000247225.1	0.0	0.0	Staphylococcus_nepalensis	species
	0.0		Staphylococcus pasteuri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								Staphylococcus_pasteuri.json	0.0	GCF_000981155.1	0.0	0.0	Staphylococcus_pasteuri	species
Staphylococcus pettenkoferi VCU012 (904314.5)	2.0	Staphylococcus pettenkoferi VCU012	Staphylococcus pettenkoferi	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	904314.0	904314.5	GCF_000260275.1	2529292787.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		0	0	0	0	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2454960.0	2409.0	950493.0	39.0	2345.0	97.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/275/GCF_000260275.1_ASM26027v1	Staphylococcus_pettenkoferi.json	0.0				Staphylococcus_pettenkoferi	species
	2.0		Staphylococcus pseudintermedius	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated		Unclassified		Gram+	Facultative anaerobe	0.0	0	0.0				38.0				Staphylococcus_pseudintermedius.json	0.0			0.0	Staphylococcus_pseudintermedius	species
			Staphylococcus saprophyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0						33.0				Staphylococcus_saprophyticus.json					Staphylococcus_saprophyticus	species
	0.0	Mammaliicoccus sciuri	Staphylococcus sciuri	Mammaliicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0								Staphylococcus_sciuri.json	0.0		0.0	0.0	Staphylococcus_sciuri	species
Staphylococcus simulans ACS-120-V-Sch1 (883166.5)	2.0	Staphylococcus simulans ACS-120-V-Sch1	Staphylococcus simulans	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	883166.0	883166.5	GCF_000314755.2	2537562023.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Vagina	Reproductive system	Gram+	Facultative anaerobe	0.0	Nonmotile		2639907.0	2540.0	951059.0	36.0	2473.0	97.36	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/755/GCF_000314755.2_Stap_simu_ACS-120-V-SCH1_V1	Staphylococcus_simulans.json					Staphylococcus_simulans	species
	0.0	Staphylococcus sp. HGB0015	Staphylococcus sp. HGB0015	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1078083.0		GCF_000411275.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/275/GCF_000411275.1_Stap_sp_HGB0015_V1	Staphylococcus_sp__HGB0015.json		GCF_000411275.1			Staphylococcus_sp__HGB0015	species
	0.0		Staphylococcus succinus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								Staphylococcus_succinus.json	0.0		0.0	0.0	Staphylococcus_succinus	species
	2.0		Staphylococcus warneri	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0				33.0				Staphylococcus_warneri.json	0.0				Staphylococcus_warneri	species
			Staphylococcus xylosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0	0	0.0								Staphylococcus_xylosus.json	0.0	GCF_000332735.1	0.0	0.0	Staphylococcus_xylosus	species
			Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								Stenotrophomonas_maltophilia.json	0.0		0.0	0.0	Stenotrophomonas_maltophilia	species
	0.0	Stenotrophomonas rhizophila PCA13	Stenotrophomonas rhizophila	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1255680.0		GCF_001704155.1		PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0							Gram-	Aerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/155/GCF_001704155.1_ASM170415v1	Stenotrophomonas_rhizophila.json	0.0	GCF_001704155.1	0.0	0.0	Stenotrophomonas_rhizophila	species
	0.0	Stomatobaculum longum	Stomatobaculum longum	Stomatobaculum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	796942.0		GCF_000242235.1	2513237338.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe	0.0	Nonmotile	0.0	2308581.0	2141.0	1270967.0	55.0	2071.0	96.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/235/GCF_000242235.1_Lach_bact_ACC2_V1	Stomatobaculum_longum.json					Stomatobaculum_longum	species
			Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_agalactiae.json	0.0		0.0	0.0	Streptococcus_agalactiae	species
			Streptococcus anginosus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_anginosus.json					Streptococcus_anginosus	species
Streptococcus australis ATCC 700641 (888833.3)			Streptococcus australis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human		888833.3	GCF_000222745.1	649990003.0			0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	0	0.0	2110220.0	2083.0	883084.0	42.0	2030.0	97.46		Streptococcus_australis.json					Streptococcus_australis	species
			Streptococcus constellatus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human		Respiratory system	Gram+	Facultative anaerobe	0.0	0	0.0				38.0				Streptococcus_constellatus.json				0.0	Streptococcus_constellatus	species
Streptococcus cristatus ATCC 51100 (889201.3)			Streptococcus cristatus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human		889201.3		649990004.0			0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	0	0.0	1965284.0	2019.0	835499.0	43.0	1967.0	97.42		Streptococcus_cristatus.json		GCF_000474135.1			Streptococcus_cristatus	species
	0.0	Streptococcus danieliae	Streptococcus danieliae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Mouse	747656.0				PMID:27670113	Literature research									Gram+	Facultative anaerobe										https://www.ncbi.nlm.nih.gov/assembly/GCF_009767945.1/	Streptococcus_danieliae.json		GCF_009767945.1			Streptococcus_danieliae	species
	0.0		Streptococcus downei	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human				649990005.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0		0.0	2239421.0	2281.0	971673.0	43.0	2204.0	96.62		Streptococcus_downei.json					Streptococcus_downei	species
	2.0		Streptococcus dysgalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_dysgalactiae.json	0.0				Streptococcus_dysgalactiae	species
	2.0		Streptococcus equi	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes		Host-associated		Unclassified		Gram+	Facultative anaerobe	0.0	Nonmotile	0.0								Streptococcus_equi.json	0.0	GCF_000221105.1			Streptococcus_equi	species
	2.0		Streptococcus equinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0	Nonmotile					37.0				Streptococcus_equinus.json					Streptococcus_equinus	species
	2.0		Streptococcus gallolyticus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes		Host-associated	Human			Gram+	Facultative anaerobe	0.0	Nonmotile	0.0				38.0				Streptococcus_gallolyticus.json					Streptococcus_gallolyticus	species
Streptococcus gordonii str. Challis substr. CH1 (467705.9)	2.0	Streptococcus gordonii str. Challis substr. CH1	Streptococcus gordonii	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	467705.0	467705.9	GCF_000017005.1	640753055.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Unclassified	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2196662.0	2149.0	889797.0	41.0	2076.0	96.6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/005/GCF_000017005.1_ASM1700v1	Streptococcus_gordonii.json	0.0	GCF_000027185.1			Streptococcus_gordonii	species
	2.0		Streptococcus infantarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0	Nonmotile	0.0				38.0				Streptococcus_infantarius.json					Streptococcus_infantarius	species
	2.0		Streptococcus infantis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_infantis.json					Streptococcus_infantis	species
	2.0		Streptococcus intermedius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0				38.0				Streptococcus_intermedius.json			0.0	0.0	Streptococcus_intermedius	species
	0.0		Streptococcus lutetiensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human			GCF_000441535.1				0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_lutetiensis.json	0.0	GCF_000474095.1			Streptococcus_lutetiensis	species
	0.0		Streptococcus macedonicus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								Streptococcus_macedonicus.json	0.0		0.0	0.0	Streptococcus_macedonicus	species
Streptococcus massiliensis DSM 18628 (1123307.3)	1.0	Streptococcus massiliensis DSM 18628	Streptococcus massiliensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1123307.0	1123307.3	GCF_000380065.1	2515154013.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	1866132.0	1977.0	774190.0	42.0	1932.0	97.72	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/065/GCF_000380065.1_ASM38006v1	Streptococcus_massiliensis.json		GCF_000380065.1			Streptococcus_massiliensis	species
			Streptococcus mitis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_mitis.json	0.0		0.0	0.0	Streptococcus_mitis	species
			Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0				37.0				Streptococcus_mutans.json	0.0				Streptococcus_mutans	species
	0.0	Streptococcus	Streptococcus nov. ERR2221358	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1301.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221358/ERR2221358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221358/ERR2221358_2.fastq.gz	Streptococcus_nov__ERR2221358.json	0.0	GCF_000339995.1	0.0	0.0	Streptococcus_nov__ERR2221358	species
			Streptococcus oralis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0						41.0				Streptococcus_oralis.json					Streptococcus_oralis	species
			Streptococcus parasanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0						42.0				Streptococcus_parasanguinis.json					Streptococcus_parasanguinis	species
	2.0		Streptococcus parauberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0								Streptococcus_parauberis.json	0.0		0.0	0.0	Streptococcus_parauberis	species
			Streptococcus pasteurianus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								Streptococcus_pasteurianus.json	0.0		0.0	0.0	Streptococcus_pasteurianus	species
Streptococcus peroris ATCC 700780 (888746.3)	2.0	Streptococcus peroris ATCC 700780	Streptococcus peroris	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	888746.0	888746.3	GCF_000187585.1	649990011.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	0		1633292.0	1675.0	639427.0	39.0	1638.0	97.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/585/GCF_000187585.1_ASM18758v1	Streptococcus_peroris.json		GCF_000187935.1			Streptococcus_peroris	species
			Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_pneumoniae.json	0.0		0.0		Streptococcus_pneumoniae	species
Streptococcus pseudopneumoniae IS7493 (1054460.4)	2.0	Streptococcus pseudopneumoniae IS7493	Streptococcus pseudopneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1054460.0	1054460.4	GCF_000221985.1	2511231123.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Pulmonary system	Respiratory system	Gram+	Facultative anaerobe	0.0	0	0.0	2195458.0	2280.0	873588.0	40.0	2236.0	98.07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/985/GCF_000221985.1_ASM22198v1	Streptococcus_pseudopneumoniae.json				0.0	Streptococcus_pseudopneumoniae	species
	1.0		Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_pyogenes.json	0.0		0.0	0.0	Streptococcus_pyogenes	species
			Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_salivarius.json					Streptococcus_salivarius	species
	2.0		Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	Nonmotile					43.0				Streptococcus_sanguinis.json					Streptococcus_sanguinis	species
			Streptococcus sobrinus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human						Literature research	0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram+	Facultative anaerobe	0.0		0.0								Streptococcus_sobrinus.json	0.0				Streptococcus_sobrinus	species
Streptococcus sp. 2_1_36FAA (469609.3)	2.0	Streptococcus sp. 2_1_36FAA	Streptococcus sp. 2_1_36FAA	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	469609.0	469609.3	GCF_000161955.2	647533231.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2229964.0	2169.0	899165.0	40.0	2132.0	98.29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/955/GCF_000161955.2_Strept_sp_2_1_36FAA_V2	Streptococcus_sp__2_1_36FAA.json		GCF_000188275.1			Streptococcus_sp__2_1_36FAA	species
Streptococcus sp. BS35b (1105032.3)	1.0	Streptococcus sp. BS35b	Streptococcus sp. BS35b	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1105032.0	1105032.3	GCF_000286475.1	2537561631.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	1858462.0	1825.0	766300.0	41.0	1780.0	97.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/475/GCF_000286475.1_SspBS35bv1.0	Streptococcus_sp__BS35b.json			0.0	0.0	Streptococcus_sp__BS35b	species
Streptococcus sp. GMD5S (1169674.3)	1.0	Streptococcus sp. GMD5S	Streptococcus sp. GMD5S	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1169674.0	1169674.3	GCF_000298715.2	2548877064.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Digestive system	Gram+	Facultative anaerobe	0.0	0	0.0	2027048.0	1990.0	833533.0	41.0	1942.0	97.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/715/GCF_000298715.2_ASM29871v2	Streptococcus_sp__GMD5S.json	0.0	GCF_000298715.2			Streptococcus_sp__GMD5S	species
Streptococcus sp. HPH0090 (1203590.3)	1.0	Streptococcus sp. HPH0090	Streptococcus sp. HPH0090	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1203590.0	1203590.3	GCF_000411475.1	2541047013.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Facultative anaerobe	0.0	0		1753968.0	1733.0	694177.0	40.0	1660.0	95.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/411/475/GCF_000411475.1_Stre_sp_HPH0090_V1	Streptococcus_sp__HPH0090.json		GCF_000411475.1		0.0	Streptococcus_sp__HPH0090	species
	0.0	Streptococcus ilei	Streptococcus sp. I-G2	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1156431.0		GCF_000479335.1	2546825502.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Unclassified	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile		1992567.0	1944.0	839316.0	42.0	1861.0	95.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/335/GCF_000479335.1_ASM47933v1	Streptococcus_sp__I_G2.json					Streptococcus_sp__I_G2	species
	0.0	Streptococcus ilei	Streptococcus sp. I-P16	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1156433.0		GCF_000479315.1	2546825503.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Unclassified	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile		2023580.0	1985.0	851248.0	42.0	1875.0	94.46	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/315/GCF_000479315.1_ASM47931v1	Streptococcus_sp__I_P16.json					Streptococcus_sp__I_P16	species
Streptococcus sp. SK140 (1095726.3)	1.0	Streptococcus sp. SK140	Streptococcus sp. SK140	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1095726.0	1095726.3	GCF_000259525.1	2513237363.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	1902560.0	1886.0	750312.0	39.0	1856.0	98.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/525/GCF_000259525.1_SspSK140v1.0	Streptococcus_sp__SK140.json				0.0	Streptococcus_sp__SK140	species
	2.0		Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0				39.0				Streptococcus_thermophilus.json	0.0				Streptococcus_thermophilus	species
Streptococcus thoraltensis DSM 12221 (1123318.3)	2.0	Streptococcus thoraltensis DSM 12221	Streptococcus thoraltensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1123318.0	1123318.3	GCF_000380145.1	2515154195.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile		2385218.0	2261.0	915122.0	38.0	2207.0	97.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/145/GCF_000380145.1_ASM38014v1	Streptococcus_thoraltensis.json		GCF_000182875.1			Streptococcus_thoraltensis	species
	0.0	Streptococcus timonensis CSUR P2915	Streptococcus timonensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1852387.0		GCF_900095845.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/845/GCF_900095845.1_PRJEB15309	Streptococcus_timonensis.json		GCF_900095845.1			Streptococcus_timonensis	species
Streptococcus uberis 0140J (218495.5)	2.0	Streptococcus uberis 0140J	Streptococcus uberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	218495.0	218495.5	GCF_000009545.1	643348578.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Mammals	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	1852352.0	1843.0	678550.0	37.0	1760.0	95.5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/545/GCF_000009545.1_ASM954v1	Streptococcus_uberis.json	0.0				Streptococcus_uberis	species
