Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
megahit-m1__c013425_1	-	-	-	AAM72545.1+GH65	1	-	-
megahit-m1__c013442_2	-	GT28(185-341)	GT28_e198(185-340)	GT28	3	GT28_e198	-
megahit-m1__c013532_3	-	GH177(71-387)	GH177_e10(70-437)	-	2	GH177_e10	host glycan
megahit-m1__c013545_2	-	GT51(74-238)	GT51_e94(74-238)	GT51	3	GT51_e94	-
megahit-m1__c013638_10	-	AA7(38-239)	-	-	1	-	-
megahit-m1__c013683_18	-	GT19(12-374)	GT19_e19(12-373)	GT19	3	GT19_e19	-
megahit-m1__c013717_2	-	GT26(65-232)	GT26_e187(64-232)	GT26	3	GT26_e187	-
megahit-m1__c013853_2	-	GT2(8-133)	GT2(8-124)	AAM72644.1+GT2	3	GT2	-
megahit-m1__c013854_23	-	GH73(197-332)	GH73_e358(197-331)	GH73	3	GH73_e358	-
megahit-m1__c013952_39	-	-	-	CBM50	1	-	-
megahit-m1__c013954_3	-	GH23(313-443)	GH23_e642(310-465)	GH23	3	GH23_e642	-
megahit-m1__c014008_10	2.4.1.19:17	GH13_2(75-394)	GH13_e167(75-394)	GH13_2	3	GH13_2	alpha-glucan
megahit-m1__c014008_14	3.2.1.116:2|3.2.1.116:2	GH13_2(86-435)+CBM20(658-746)	GH13_e169(86-434)+CBM20_e7(658-745)	CBM20+GH13_2	3	GH13_2|CBM20_e7	alpha-glucan
megahit-m1__c014038_1	-	-	-	AAM73305.1+GH13_16	1	-	-
megahit-m1__c014203_2	-	GT4(226-375)	GT4_e3304(226-375)	GT4	3	GT4_e3304	-
megahit-m1__c014205_8	-	-	GT121_e312(241-377)	GT121	2	GT121_e312	bacterial outer membrane (OM) polysaccharides
megahit-m1__c014216_7	-	AA3(3-561)	-	-	1	-	-
megahit-m1__c014332_2	-	-	-	GH28	1	-	-
megahit-m1__c014351_2	-	-	-	GT49	1	-	-
megahit-m1__c014361_58	-	-	-	GH13_31	1	-	-
megahit-m1__c014379_3	-	-	-	GH28	1	-	-
megahit-m1__c014388_2	-	-	-	CBM50	1	-	-
megahit-m1__c014393_2	-	GT4(178-328)	GT4_e3533(178-327)	GT4	3	GT4_e3533	-
megahit-m1__c014424_2	-|-|-	GH26(43-337)+CBM59(371-510)+CBM2(592-693)	GH26_e47(43-337)+CBM59_e5(371-508)+CBM2_e20(592-679)	CBM2+CBM59+GH26	3	GH26_e47|CBM59_e5|CBM2_e20	beta-mannan;cellulose
megahit-m1__c014450_3	-	-	-	GT2	1	-	-
megahit-m1__c014472_15	-	-	-	GH13_48	1	-	-
megahit-m1__c014534_1	-	-	-	GT1	1	-	-
megahit-m1__c014537_2	-	GT81(24-271)	GT81_e37(25-272)	GT81	3	GT81_e37	-
megahit-m1__c014658_2	-	-	-	CBM13	1	-	-
megahit-m1__c014686_23	-	GT5(11-538)	GT5_e34(12-538)	GT5	3	GT5_e34	-
megahit-m1__c014686_7	-	-	-	GH13	1	-	-
megahit-m1__c014751_2	-	-	-	GT32	1	-	-
megahit-m1__c014760_1	-	GT51(61-224)	GT51_e94(61-224)	GT51	3	GT51_e94	-
megahit-m1__c014766_1	-	GT119(15-399)	GT119_e82(19-399)	GT119	3	GT119_e82	peptidoglycan
megahit-m1__c014789_2	-	-	-	CE4	1	-	-
megahit-m1__c014790_2	-	-	-	GT1	1	-	-
megahit-m1__c014792_9	-	GT117(39-306)	GT117_e5(39-299)	GT117	3	GT117_e5	-
megahit-m2__c000049_1	-	-	-	GT2	1	-	-
megahit-m2__c000119_1	3.2.1.86:16	GH4(2-175)	GH4_e24(2-174)	GH4	3	GH4_e24	beta-glucan
megahit-m2__c000194_2	-|-|-	-	GH23_e919(115-220)+CBM50_e946(343-384)+CBM50_e946(439-481)	CBM50+GH23	2	GH23_e919|CBM50_e946|CBM50_e946	chitin
megahit-m2__c000234_42	-	-	-	GH13_31	1	-	-
megahit-m2__c000337_2	-	GT2(9-176)	GT2(10-221)	GT2	3	GT2	-
megahit-m2__c000351_2	-	-	-	GH103+GT119	1	-	-
megahit-m2__c000352_2	-	-	CBM50_e1290(463-504)	CBM50	2	CBM50_e1290	chitin
megahit-m2__c000355_5	-	-	-	GH13_30	1	-	-
megahit-m2__c000363_4	-	-	-	GH28	1	-	-
megahit-m2__c000402_17	-	-	-	GH47	1	-	-
megahit-m2__c000409_2	-	-	CBM5_e103(33-73)	CBM5+GH18	2	CBM5_e103	chitin
megahit-m2__c000492_1	-	CBM2(37-136)	CBM2_e65(37-136)	CBM2	3	CBM2_e65	cellulose
megahit-m2__c000495_5	-	GH57_8(47-341)	GH57_e64(47-341)	GH57_8	3	GH57_8	-
megahit-m2__c000681_37	-	GT4(184-331)	GT4_e6682(190-331)	GT4	3	GT4_e6682	-
megahit-m2__c000713_2	-	GT4(199-351)	GT4_e683(199-350)	GT4	3	GT4_e683	-
megahit-m2__c000713_62	-	-	-	GT2	1	-	-
megahit-m2__c000729_23	3.2.1.21:33;3.2.1.37:3;3.2.1.-:3	GH3(46-262)	GH3_e165(47-262)	GH3	3	GH3_e165	beta-glucan;xylan;xyloglucan
megahit-m2__c000729_24	3.2.1.39:5|3.2.1.39:5|-	CBM4(19-171)+GH16_3(215-455)+CBM4(488-624)	CBM4_e10(20-171)+GH16_e327(215-455)+CBM4_e23(488-624)	CBM4+GH16_3	3	CBM4_e10|GH16_3|CBM4_e23	beta-glucan;xylan
megahit-m2__c000734_2	-	GT4(190-333)	GT4_e8455(191-333)	GT4	3	GT4_e8455	-
megahit-m2__c000747_8	-	-	-	GH28	1	-	-
megahit-m2__c000766_1	-	GH13_4(111-514)	GH13_e83(111-514)	GH13_4	3	GH13_4	-
megahit-m2__c000766_2	-	-	-	CBM13	1	-	-
megahit-m2__c000899_2	-	GH33(402-692)	GH33_e148(393-694)	GH33	3	GH33_e148	host glycan
megahit-m2__c000953_25	-	-	-	GH13_31	1	-	-
megahit-m2__c000959_9	-	-	-	CBM2	1	-	-
megahit-m2__c000978_1	-	GH144(57-454)	GH144_e11(58-454)	GH144	3	GH144_e11	beta-glucan
megahit-m2__c001008_16	3.2.1.21:22;3.2.1.-:4	GH3(30-247)	GH3_e197(32-247)	GH3	3	GH3_e197	beta-glucan;xyloglucan
megahit-m2__c001008_3	3.2.1.21:71;3.2.1.23:2;3.2.1.38:3;3.2.1.-:11	GH1(2-452)	GH1_e113(2-452)	GH1	3	GH1_e113	beta-fucosides;beta-galactan;beta-glucan;polyphenol
megahit-m2__c001008_4	-	GH94(2-786)	GH94_e6(2-786)	GH94	3	GH94_e6	-
megahit-m2__c001008_6	-	-	GT4_e4484(233-381)	GT4	2	GT4_e4484	-
megahit-m2__c001016_1	-|-	GH173(91-338)+CBM32(512-625)	GH173_e3(91-338)+CBM32_e111(513-625)	CBM32+GH173	3	GH173_e3|CBM32_e111	host glycan;pectin
megahit-m2__c001031_27	-	CE1(150-353)	-	-	1	-	-
megahit-m2__c001033_3	-	GT4(210-361)	GT4_e673(216-361)	GT4	3	GT4_e673	-
megahit-m2__c001055_2	-	-	-	GT4	1	-	-
megahit-m2__c001055_7	-	GT11(7-282)	GT11_e10(7-266)	-	2	GT11_e10	-
megahit-m2__c001061_1	-	GH179(67-192)	-	-	1	-	-
megahit-m2__c001106_7	-	-	-	GH36	1	-	-
megahit-m2__c001123_10	-	GT2(18-136)	GT2(18-145)	GT2	3	GT2	-
megahit-m2__c001150_1	-	-	-	GH65	1	-	-
megahit-m2__c001151_23	-	-	-	GT2	1	-	-
megahit-m2__c001211_3	-	-	-	CE3	1	-	-
megahit-m2__c001246_10	-	-	-	GH13_26	1	-	-
megahit-m2__c001254_16	-	AA3(3-558)	-	-	1	-	-
megahit-m2__c001259_11	-	GH179(17-150)	GH179_e0(17-148)	-	2	GH179_e0	chitin
megahit-m2__c001295_2	-	CE14(11-116)	CE14_e33(11-116)	CE14	3	CE14_e33	-
megahit-m2__c001327_35	-	-	-	GT2	1	-	-
megahit-m2__c001333_28	-	GT66(9-306)	-	-	1	-	-
megahit-m2__c001377_1	-	-	-	GT1	1	-	-
megahit-m2__c001378_2	-	-	-	CBM47	1	-	-
megahit-m2__c001417_2	-	-	-	GH13_26	1	-	-
megahit-m2__c001417_6	-	GT2(8-114)	GT2(7-122)	GT2	3	GT2	-
megahit-m2__c001435_5	-	GT30(50-222)	GT30_e105(54-222)	GT30	3	GT30_e105	-
megahit-m2__c001451_2	-	-	-	GT2	1	-	-
megahit-m2__c001455_3	-	-	-	GH13_11	1	-	-
megahit-m2__c001466_1	-	GT2(30-179)	GT2(30-250)	GT2	3	GT2	-
megahit-m2__c001491_3	-	GH171(75-450)	GH171_e9(75-450)	GH171	3	GH171_e9	peptidoglycan
megahit-m2__c001515_2	-	-	-	GH43	1	-	-
megahit-m2__c001557_2	-	GT4(200-356)	GT4_e57(200-356)	GT4	3	GT4_e57	-
megahit-m2__c001563_10	-	GT2(49-207)	GT2(48-243)	GT2	3	GT2	-
megahit-m2__c001585_4	-	GT119(21-411)	GT119_e82(22-409)	GT119	3	GT119_e82	peptidoglycan
megahit-m2__c001619_2	-	GT2(10-118)	GT2(10-124)	GT2	3	GT2	-
megahit-m2__c001619_4	-	GT4(208-349)	GT4_e459(210-348)	GT4	3	GT4_e459	-
megahit-m2__c001637_2	-	-	GT2(6-163)	GT2	2	GT2	-
megahit-m2__c001722_29	-	-	-	GT50	1	-	-
megahit-m2__c001722_43	-	-	-	GH24	1	-	-
megahit-m2__c001746_1	-	GT51(29-201)	GT51_e125(30-201)	GT51	3	GT51_e125	-
megahit-m2__c001757_2	-	-	-	CBM50	1	-	-
megahit-m2__c001775_5	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
megahit-m2__c001884_14	-	-	-	GT1	1	-	-
megahit-m2__c001932_3	-	-	-	CBM50+GH25	1	-	-
megahit-m2__c001941_2	-	-	GT2(134-464)	GT2	2	GT2	-
megahit-m2__c001951_10	-	-	-	GT1	1	-	-
megahit-m2__c001969_1	-	-	-	GH131	1	-	-
megahit-m2__c001971_2	-	-	-	GH39	1	-	-
megahit-m2__c001974_14	-	GT4(186-331)	GT4_e7411(187-331)	GT4	3	GT4_e7411	-
megahit-m2__c001974_15	-	-	GT121_e309(206-353)	GT121	2	GT121_e309	bacterial outer membrane (OM) polysaccharides
megahit-m2__c001974_18	-	GH177(4-321)	GH179_e0(17-216)	-	2	GH179_e0	chitin
megahit-m2__c001974_19	-	-	-	GT0	1	-	-
megahit-m2__c001980_3	-	GH179(22-272)	GH179_e0(23-261)	-	2	GH179_e0	chitin
megahit-m2__c002028_2	-	-	GT4_e3220(281-353)	GT4	2	GT4_e3220	-
megahit-m2__c002035_15	-	GT83(5-416)	GT83_e68(5-458)	GT83	3	GT83_e68	-
megahit-m2__c002096_2	-	GT2(10-116)	GT2(12-246)	GT2	3	GT2	-
megahit-m2__c002096_3	-	GT11(37-316)	GT11_e51(38-314)	GT11	3	GT11_e51	-
megahit-m2__c002146_12	3.2.1.55:10	GH51_1(12-504)	GH51_e65(12-503)	GH51_1	3	GH51_1	arabinan
megahit-m2__c002146_13	-	GH43_4(65-370)	GH43_e651(65-370)	GH43_4	3	GH43_4	-
megahit-m2__c002151_12	2.4.1.25:21	GH77(11-477)	GH77_e26(11-483)	GH77	3	GH77_e26	alpha-glucan
megahit-m2__c002239_6	-	-	-	GT4	1	-	-
megahit-m2__c002263_2	-	GT2(6-171)	GT2(6-170)	GT2	3	GT2	-
megahit-m2__c002268_10	-	GH171(21-386)	GH171_e23(21-386)	GH171	3	GH171_e23	peptidoglycan
megahit-m2__c002321_2	-	GT51(76-250)	GT51_e163(77-250)	GT51	3	GT51_e163	-
megahit-m2__c002333_3	-	-	-	GT4	1	-	-
megahit-m2__c002343_1	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
megahit-m2__c002377_1	-	-	-	GH92	1	-	-
megahit-m2__c002398_6	-	GT2(3-174)	GT2(3-174)	GT2	3	GT2	-
megahit-m2__c002398_7	-	GT2(4-166)	GT2(4-164)	GT2	3	GT2	-
megahit-m2__c002407_7	-	-	-	GT0	1	-	-
megahit-m2__c002412_5	-	-	-	GT2	1	-	-
megahit-m2__c002445_1	-	-	-	CBM50	1	-	-
megahit-m2__c002490_4	-	GT4(203-357)	GT4_e8476(205-357)	GT4	3	GT4_e8476	-
megahit-m2__c002490_6	-	-	GT1_e262(50-363)	GT1	2	GT1_e262	-
megahit-m2__c002498_3	-	-	-	GT1	1	-	-
megahit-m2__c002600_5	-	-	-	GH13_11	1	-	-
megahit-m2__c002633_11	-	GT2(53-279)	GT2(53-279)	GT2	3	GT2	-
megahit-m2__c002633_15	-	-	-	CE4	1	-	-
megahit-m2__c002633_9	-	-	GT2(6-170)	GT2	2	GT2	-
megahit-m2__c002719_20	-	GH103(90-376)	GH103_e41(92-376)	GH103	3	GH103_e41	peptidoglycan
megahit-m2__c002747_38	-	-	-	CBM13	1	-	-
megahit-m2__c002747_69	-	-	-	GT0	1	-	-
megahit-m2__c002756_10	-	-	-	GT1	1	-	-
megahit-m2__c002807_2	-	GT9(104-322)	GT9_e223(106-322)	GT9	3	GT9_e223	-
megahit-m2__c002807_4	-	GT4(195-348)	GT4_e1836(199-350)	GT4	3	GT4_e1836	-
megahit-m2__c002853_2	-	GT83(20-402)	-	-	1	-	-
megahit-m2__c002862_2	-	-	-	GH28	1	-	-
megahit-m2__c002900_11	-	-	-	GH92	1	-	-
megahit-m2__c002940_2	-	GT83(13-347)	-	-	1	-	-
megahit-m2__c002969_3	-	-	GT9_e298(77-199)	AAM73353.1+GT9	2	GT9_e298	-
megahit-m2__c002974_15	-	-	-	GT57	1	-	-
megahit-m2__c002974_17	-|-	GT2(4-163)+GT83(368-767)	GT2(4-149)+GT83_e13(372-670)	GT2	3	GT2|GT83_e13	-
megahit-m2__c002989_2	-	-	-	GT4	1	-	-
megahit-m2__c003011_12	-	-	GH23_e665(463-594)	GH23	2	GH23_e665	-
megahit-m2__c003016_6	3.2.1.67:6	GH28(53-411)	GH28_e67(54-410)	GH28	3	GH28_e67	pectin
megahit-m2__c003016_7	-	-	-	GT30	1	-	-
megahit-m2__c003029_1	-	-	-	GH28	1	-	-
megahit-m2__c003090_18	-|-|2.4.1.333:2;2.4.1.-:2	GH189(1011-1576)+GH94(1803-2884)	GH189_e1(1011-1576)+GH94_e7(1606-1888)+GH94_e1(1800-2882)	GH189+GH94+GT84	3	GH189_e1|GH94_e7|GH94_e1	beta-glucan;chitin
megahit-m2__c003090_20	-	GH177(58-296)	GH179_e0(59-282)	-	2	GH179_e0	chitin
megahit-m2__c003121_1	-	-	-	GT2	1	-	-
megahit-m2__c003121_2	-	-	-	GT2	1	-	-
megahit-m2__c003121_3	-	-	-	GT51	1	-	-
megahit-m2__c003191_2	-	AA6(6-193)	AA6_e2(6-193)	-	2	AA6_e2	lignin
megahit-m2__c003227_60	-	-	-	CBM50	1	-	-
megahit-m2__c003230_12	-	-	-	GT4	1	-	-
megahit-m2__c003246_2	-	-	-	CBM50	1	-	-
megahit-m2__c003308_2	-	-	-	GH1	1	-	-
megahit-m2__c003308_5	-	-	-	CE4	1	-	-
megahit-m2__c003314_2	3.2.1.4:5;3.2.1.8:29|3.2.1.4:2;3.2.1.8:2|3.2.1.4:3	GH10(45-372)+CBM3(426-506)+GH5_1(637-976)	GH10_e141(45-371)+CBM3_e16(427-505)+GH5_e650(637-976)	CBM3+GH10+GH5_1	3	GH10_e141|CBM3_e16|GH5_1	beta-glucan;cellulose;chitin;xylan
megahit-m2__c003317_21	-	GH2_10(41-897)	GH2_e230(39-898)	GH2_10	3	GH2_10	-
megahit-m2__c003317_9	-	SLH(2409-2449)	-	-	1	-	-
megahit-m2__c003318_13	-	-	-	GT51	1	-	-
megahit-m2__c003353_14	-	-	-	GH71	1	-	-
megahit-m2__c003389_12	-	-	-	GH16	1	-	-
megahit-m2__c003397_1	3.2.1.-:2	GH43_29(20-297)	GH43_e22(20-297)	GH43_29	3	GH43_29	arabinan
megahit-m2__c003445_2	-	CE17(123-293)	CE17_e0(121-293)	CE0	3	CE17_e0	beta-mannan
megahit-m2__c003473_1	-	-	-	GT11	1	-	-
megahit-m2__c003488_10	-	AA1(65-557)	AA1_e83(67-557)	-	2	AA1_e83	lignin
megahit-m2__c003510_5	-	GH171(27-401)	GH171_e8(27-401)	GH171	3	GH171_e8	peptidoglycan
megahit-m2__c003544_3	-	GT119(21-367)	GT119_e70(23-365)	GT119	3	GT119_e70	peptidoglycan
megahit-m2__c003546_21	-	-	-	GT4	1	-	-
megahit-m2__c003578_1	-	GT21(26-252)	GT2(42-252)	GT2	3	GT2	-
megahit-m2__c003662_8	3.2.1.-:4	GH73(13-132)	GH73_e213(13-132)	-	2	GH73_e213	peptidoglycan
megahit-m2__c003715_2	-	CE1(156-436)	CBM20_e34(40-118)	-	2	CBM20_e34|CE1	alpha-glucan
megahit-m2__c003724_3	-	GH179(23-196)	GH179_e0(24-193)	-	2	GH179_e0	chitin
megahit-m2__c003816_2	3.2.1.4:19;3.2.1.73:3;3.2.1.91:5;3.2.1.-:2|-	GH9(151-626)+CBM2(709-808)	GH9_e1(151-626)+CBM2_e6(709-808)	CBM2+GH9	3	GH9_e1|CBM2_e6	beta-glucan;cellulose
megahit-m2__c003821_7	-	GH188(15-281)	GH179_e0(29-159)	-	2	GH179_e0	chitin
megahit-m2__c003822_2	-	-	-	GH92	1	-	-
megahit-m2__c003834_14	-	GH13_2(59-387)	GH13_e77(59-387)	GH13	3	GH13_2	-
megahit-m2__c003834_151	-	-	-	GH130_3	1	-	-
megahit-m2__c003834_184	-	-	-	GH24	1	-	-
megahit-m2__c003834_19	-	GH38(241-492)	GH38_e18(241-491)	GH38	3	GH38_e18	-
megahit-m2__c003834_311	-	GT4(18-174)	GT4_e6200(19-174)	GT4	3	GT4_e6200	-
megahit-m2__c003834_312	-	-	-	GT4	1	-	-
megahit-m2__c003834_313	-	GH191(12-277)	GH191_e14(13-279)	GH191	3	GH191_e14	-
megahit-m2__c003834_318	-	GT4(277-432)	GT4_e6200(278-432)	GT4	3	GT4_e6200	-
megahit-m2__c003834_56	-	-	-	GT2	1	-	-
megahit-m2__c003834_65	3.2.1.25:9	GH2_13(17-686)	GH2_e111(17-682)	GH2_13	3	GH2_13	beta-mannan
megahit-m2__c003850_6	-	-	-	GH0	1	-	-
megahit-m2__c003856_2	-	GT19(4-336)	GT19_e39(4-336)	GT19	3	GT19_e39	-
megahit-m2__c003875_2	-	-	-	GH13_11	1	-	-
megahit-m2__c003889_2	-	GH186(108-591)	GH186_e0(112-591)	GH186	3	GH186_e0	beta-glucan
megahit-m2__c003918_20	-	GH130_6(5-294)	GH130_e43(5-294)	GH130_6	3	GH130_6	beta-mannan
megahit-m2__c003949_1	-	-	-	GT2	1	-	-
megahit-m2__c003974_2	3.2.1.1:2	GH13_1(114-410)	GH13_e206(114-410)	GH13	3	GH13_1	alpha-glucan
megahit-m2__c003989_9	-	-	-	GT0	1	-	-
megahit-m2__c003993_4	-	-	-	GT4	1	-	-
megahit-m2__c003993_5	-	GT2(19-142)	GT2(19-137)	GT2	3	GT2	-
megahit-m2__c003993_8	-	-	-	GT2	1	-	-
megahit-m2__c003994_2	2.4.1.18:4|2.4.1.18:14	CBM48(80-165)+GH13_9(233-533)	CBM48_e134(79-169)+GH13_e200(233-533)	CBM48+GH13_9	3	CBM48_e134|GH13_9	alpha-glucan
megahit-m2__c003994_3	-	-	-	GT5	1	-	-
megahit-m2__c003994_4	-	GH57_2(11-482)	GH57_e28(11-481)	GH57_2	3	GH57_2	-
megahit-m2__c003994_5	-	GH57_1(10-340)	GH57_e16(10-362)	GH57_1	3	GH57_1	-
megahit-m2__c004118_3	-	-	-	GH13_31	1	-	-
megahit-m2__c004121_3	-	GT2(5-168)	GT2(5-168)	GT2	3	GT2	-
megahit-m2__c004168_6	-	-	-	GH0	1	-	-
megahit-m2__c004168_9	-	-	-	GT2	1	-	-
megahit-m2__c004186_2	-	-	-	GH13_48	1	-	-
megahit-m2__c004209_7	-	-	-	GH13_23	1	-	-
megahit-m2__c004214_13	-	CE1(40-326)	CE1_e22(48-202)	-	2	CE1_e22	-
megahit-m2__c004214_8	-	-	-	AA9	1	-	-
megahit-m2__c004273_1	-	GT2(14-175)	GT2(14-222)	-	2	GT2	-
megahit-m2__c004305_4	-	CE1(62-236)	-	-	1	-	-
megahit-m2__c004336_12	-	GH23(87-179)	GH23_e653(88-182)	GH23	3	GH23_e653	-
megahit-m2__c004385_38	-	-	GT4_e6356(215-347)	GT4	2	GT4_e6356	-
megahit-m2__c004385_41	-	-	GT121_e374(248-372)	GT121	2	GT121_e374	bacterial outer membrane (OM) polysaccharides
megahit-m2__c004385_44	-	-	-	GT4	1	-	-
megahit-m2__c004418_2	-	-	-	GT2	1	-	-
megahit-m2__c004457_2	-	GH103(56-348)	GH103_e12(64-348)	GH103	3	GH103_e12	peptidoglycan
megahit-m2__c004457_3	2.4.1.129:2	GT119(21-363)	GT119_e146(26-362)	GT119	3	GT119_e146	peptidoglycan
megahit-m2__c004512_1	-	-	-	GT121	1	-	-
megahit-m2__c004532_37	-	-	-	GH24	1	-	-
megahit-m2__c004532_77	-|2.4.1.333:2;2.4.1.-:2	GH189(1158-1430)+GH94(1661-2767)	GH189_e1(1160-1430)+GH94_e1(1659-2767)	GH189+GH94+GT84	3	GH189_e1|GH94_e1	beta-glucan;chitin
megahit-m2__c004541_1	-	-	-	CBM51	1	-	-
megahit-m2__c004547_5	-	GT2(18-175)	GT2(18-175)	AAB99226.1+GT2	3	GT2	-
megahit-m2__c004547_65	-	-	-	GH0	1	-	-
megahit-m2__c004638_16	3.2.1.8:20|3.2.1.8:20|3.2.1.4:5;3.2.1.8:29	CBM22(45-157)+CBM22(194-326)+GH10(354-677)	CBM22_e1(44-165)+CBM22_e1(195-324)+GH10_e141(355-677)	CBM22+GH10	3	CBM22_e1|CBM22_e1|GH10_e141	beta-glucan;xylan
megahit-m2__c004638_17	-|3.2.1.8:4;3.2.1.55:3|3.2.1.55:4|-|3.2.1.8:3;3.2.1.55:13;3.2.1.-:2	GH43_10(56-321)+CBM22(378-503)+CBM91(541-722)+GH43_16(889-1197)+CBM6(1220-1347)	GH43_e383(56-321)+CBM22_e12(378-502)+CBM91_e72(541-719)+GH43_e522(889-1197)+CBM6_e6(1221-1345)	CBM22+CBM6+CBM91+GH43_10+GH43_16	3	GH43_10|CBM22_e12|CBM91_e72|GH43_16|CBM6_e6	beta-glucan;cellulose;xylan
megahit-m2__c004638_33	-	GT2(38-201)	GT2(38-336)	GT2	3	GT2	-
megahit-m2__c004638_35	2.4.1.161:3;2.4.1.-:2;3.2.1.1:3;3.2.1.10:26;3.2.1.20:21;3.2.1.70:2;3.2.1.-:8;5.4.99.11:31	GH13_31(37-384)	GH13_e486(35-384)	GH13_31	3	GH13_31	alpha-glucan;sucrose
megahit-m2__c004639_1	-	-	-	GT2	1	-	-
megahit-m2__c004649_3	-	GH73(166-282)	GH73_e142(164-282)	GH73	3	GH73_e142	-
megahit-m2__c004649_4	-	CE4(26-160)	CE4_e708(27-158)	-	2	CE4_e708	-
megahit-m2__c004668_2	-	-	-	GH28	1	-	-
megahit-m2__c004668_3	-	GT9(68-326)	GT9_e138(68-326)	GT9	3	GT9_e138	-
megahit-m2__c004718_6	-	GT35(160-480)	GT35_e13(22-481)	GT35	3	GT35_e13	-
megahit-m2__c004718_9	3.2.1.54:2	GH13_20(167-461)	GH13_e32(167-461)	GH13_20	3	GH13_20	alpha-glucan
megahit-m2__c004789_1	-	GH177(34-413)	GH177_e7(34-415)	-	2	GH177_e7	host glycan
megahit-m2__c004835_2	-	GT2(24-172)	GT2(100-276)	GT2	3	GT2|GT2	-
megahit-m2__c004852_52	3.2.1.6:2;3.2.1.73:2	CBM54(201-315)	CBM54_e1(201-315)	CBM54	3	CBM54_e1	beta-glucan;xylan
megahit-m2__c004920_2	-	GT83(3-339)	GT83_e119(11-338)	-	2	GT83_e119	-
megahit-m2__c004970_1	3.2.1.52:4	GH20(256-665)	GH20_e61(255-665)	GH20	3	GH20_e61	host glycan
megahit-m2__c004971_3	-	GT12(9-165)	GT12_e1(9-165)	GT12	3	GT12_e1	-
megahit-m2__c004996_5	-|-	GT2(1044-1202)+GT2(1270-1448)	GT2(1039-1245)+GT2(1269-1507)	GT2	3	GT2|GT2	-
megahit-m2__c005038_4	-	-	-	GH13_31	1	-	-
megahit-m2__c005071_2	-	GT28(205-361)	GT28_e68(205-359)	GT28	3	GT28_e68	-
megahit-m2__c005080_1	-	-	-	GH76	1	-	-
megahit-m2__c005101_4	-	-	-	CE8	1	-	-
megahit-m2__c005143_1	-	-	-	GT2	1	-	-
megahit-m2__c005188_7	-	GT4(181-319)	GT4_e1316(182-324)	GT4	3	GT4_e1316	-
megahit-m2__c005274_2	-	GT2(5-168)	GT2(5-166)	GT2	3	GT2	-
megahit-m2__c005300_3	-	GT2(5-149)	GT2(5-155)	-	2	GT2	-
megahit-m2__c005336_11	-	-	-	GT2	1	-	-
megahit-m2__c005336_12	-	-	-	GT2	1	-	-
megahit-m2__c005336_9	-	GT2(11-185)	GT2(9-246)	GT2	3	GT2	-
megahit-m2__c005374_2	-	GT2(6-149)	GT2(6-120)	GT2	3	GT2	-
megahit-m2__c005384_2	-	CE11(2-267)	CE11_e43(2-267)	CE11	3	CE11_e43	exo-polysaccharide
megahit-m2__c005478_1	-	CE14(5-123)	CE14_e65(7-123)	-	2	CE14_e65	-
megahit-m2__c005494_1	-	GT4(180-318)	GT4_e2418(180-318)	GT4	3	GT4_e2418	-
megahit-m2__c005547_2	-	-	-	GH131	1	-	-
megahit-m2__c005612_11	-	GH3(67-291)	GH3_e193(70-290)	GH3	3	GH3_e193	-
megahit-m2__c005626_5	-	GT1(5-437)	GT1_e812(6-436)	GT1	3	GT1_e812	-
megahit-m2__c005627_10	-	-	-	GT2	1	-	-
megahit-m2__c005627_7	-	GT35(273-630)	GT35_e13(127-645)	GT35	3	GT35_e13	-
megahit-m2__c005644_78	-	AA3(2-389)	-	-	1	-	-
megahit-m2__c005653_3	-	-	-	CBM5+CBM73	1	-	-
megahit-m2__c005668_3	-	GT25(44-216)	GT25_e214(44-209)	GT25	3	GT25_e214	-
megahit-m2__c005680_2	-	-	-	GT2	1	-	-
megahit-m2__c005683_54	-	GT2(11-143)	GT2(12-141)	-	2	GT2	-
megahit-m2__c005688_2	-	GT2(4-190)	GT2(3-240)	GT2	3	GT2	-
megahit-m2__c005705_1	-	GH177(11-328)	GH109_e10(10-283)	-	2	GH109_e10	host glycan
megahit-m2__c005753_2	-	GT2(42-257)	GT2(42-258)	GT2	3	GT2	-
megahit-m2__c005859_1	-	-	-	GH13_48	1	-	-
megahit-m2__c005897_2	-	-	-	GT1	1	-	-
megahit-m2__c005900_5	-	GT119(26-377)	GT119_e2(27-376)	GT119	3	GT119_e2	peptidoglycan
megahit-m2__c005905_1	-	-	-	GH13_11	1	-	-
megahit-m2__c005924_6	-	GH88(57-361)	GH88_e48(56-360)	GH88	3	GH88_e48	host glycan
megahit-m2__c005950_5	-	GT4(193-338)	GT4_e7117(196-339)	GT4	3	GT4_e7117	-
megahit-m2__c005986_4	-	GT4(216-366)	GT4_e3378(217-367)	GT4	3	GT4_e3378	-
megahit-m2__c006056_1	-	-	-	CE9	1	-	-
megahit-m2__c006077_3	3.2.1.54:37;3.2.1.133:20;3.2.1.135:9|3.2.1.54:2	CBM34(6-122)+GH13_20(169-466)	CBM34_e0(6-122)+GH13_e32(169-466)	CBM34+GH13_20	3	CBM34_e0|GH13_20	alpha-glucan
