	CCMD34381688ST-21-0	G78505	G88884	G88970	G89027	H2M514903	H3M518116	HD-1	HD-5	HV-6	LD-48	M1.48.ST	M2.48.ST	M2.58.ST	N021	S353	SID530054	SZAXPI003417-4	T2D-025	T2D-063	T2D-105	YSZC12003_36795
UniRef90_D4JEB9	-2	-2	-2	-3	-3	1	-3	-3	-2	-3	-3	-3	-2	1	-2	1	-1	-3	-2	1	-3	-1
UniRef90_D4JEF1	-2	1	1	-3	-3	1	-1	1	-2	1	-3	-3	-3	1	-2	1	-2	1	-2	-2	1	1
UniRef90_D4JEF3	-2	1	1	-3	-3	1	-1	1	-2	1	-3	-3	-3	1	1	1	-1	1	-2	-3	1	-1
UniRef90_D4JEF4	-3	-2	-2	-3	-3	-2	1	-2	-2	-2	-3	-3	-3	-2	-3	1	1	-2	-3	-3	-3	1
UniRef90_D4JEF6	-3	-3	-2	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-1	1	-3	-3	-3	-1
UniRef90_D4JG11	-1	-2	1	1	1	-1	-1	-1	-1	-1	-1	-2	-3	-2	-1	1	-1	-1	-1	-1	-2	-1
UniRef90_D4JGF9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGG0	-3	1	-2	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGG1	-3	1	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGG2	-3	1	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGK0	-3	-3	-3	-3	-3	1	-3	-2	-3	-3	-3	-2	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3
UniRef90_D4JGL5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGL8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JGN4	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGN5	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGN6	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGN7	-3	1	1	1	1	-3	-3	1	1	-3	-3	1	1	1	1	1	1	-3	-3	-3	1	1
UniRef90_D4JGN8	-3	1	1	1	1	-3	-3	1	1	-3	-3	1	1	1	1	1	1	-3	-3	-3	1	1
UniRef90_D4JGP1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JGP7	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3	1	-3	1	-3	-3	1	1	1	1	-3
UniRef90_D4JGR8	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JGU1	-2	-3	1	-2	-2	-2	-3	1	-2	1	-2	-3	-3	-2	1	1	1	-1	-1	-3	-2	-2
UniRef90_D4JGW2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JGW9	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JGX6	1	1	-2	1	1	1	1	-2	-2	1	1	-2	-2	1	1	-2	1	1	-2	1	1	1
UniRef90_D4JGY0	-3	-2	-3	-3	-3	-2	-2	-2	-2	-3	-2	-3	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3
UniRef90_D4JGZ2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH19	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH29	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3
UniRef90_D4JH30	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH31	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH33	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH34	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH36	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH37	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH38	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH40	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH41	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH77	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH89	-3	-3	-3	1	-3	-2	-1	-3	1	-3	-3	-3	-3	-3	-3	1	-3	1	1	1	-1	-3
UniRef90_D4JH91	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JH94	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-2	-3	-3
UniRef90_D4JHA9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2
UniRef90_D4JHB7	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_D4JHC3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1	-3	-3
UniRef90_D4JHE7	-3	-3	1	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	1
UniRef90_D4JHE8	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHE9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHF4	-3	-2	-3	-2	-2	-2	1	1	-3	1	1	1	-2	1	1	-3	-3	1	1	1	1	1
UniRef90_D4JHF5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHF6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHF9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHG1	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	1	-3	1	1	-3	-3	-3	-3	1	-3	-3
UniRef90_D4JHI3	1	-3	-3	-3	1	1	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3	1	1	1	1	-3
UniRef90_D4JHK2	1	1	-2	-2	-2	-2	-3	1	-3	-3	-3	-3	1	-2	-3	-3	-2	-3	-3	-3	-3	-3
UniRef90_D4JHK5	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHK6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3	-3	-3	1	-3	-3	1	-3
UniRef90_D4JHK9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	1	-3	1	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_D4JHL0	-3	-3	-3	-3	-3	1	-3	-3	1	-3	1	1	-3	1	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_D4JHL1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHL2	-3	-2	-3	-3	-3	-2	-3	-3	-3	-3	1	-3	-3	-3	-2	-3	-3	1	-3	-3	1	-3
UniRef90_D4JHL3	-3	-3	-3	-3	-3	-2	-3	-3	1	-3	-3	1	-3	-3	1	-3	1	-3	-3	-3	-3	-3
UniRef90_D4JHL4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHL5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHL6	-2	-3	-2	-3	-3	1	-3	-3	-3	1	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-2
UniRef90_D4JHL7	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHL8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHL9	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM0	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM1	-3	-3	-3	-3	-3	1	-3	-3	1	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM2	1	-3	-3	-1	-3	-1	-3	-1	1	1	-3	1	-3	-3	-1	-3	-3	1	-3	-3	-1	-3
UniRef90_D4JHM3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM6	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM8	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHM9	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHN0	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHN1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHN4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHN6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHN8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHP0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHP2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHP3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHP4	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHR4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3
UniRef90_D4JHS0	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHS1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHT9	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHU1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JHU7	-3	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3
UniRef90_D4JHU9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHV0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHX1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHX2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHX3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHX4	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHX5	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_D4JHX7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHX8	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_D4JHX9	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_D4JHY1	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHY2	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHY3	-3	-3	-3	-3	-3	-3	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_D4JHY4	-3	-3	-3	-3	-3	-3	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_D4JHY5	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_D4JHY6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHY7	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHY8	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHY9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHZ1	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHZ3	-3	-3	-3	-3	-3	-2	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JHZ5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI14	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3
UniRef90_D4JI15	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-2	-2	-3	-3
UniRef90_D4JI16	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3
UniRef90_D4JI17	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI18	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI19	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI20	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI21	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI22	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI24	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI44	1	-3	-3	-3	1	1	1	1	-3	-3	-3	1	1	1	1	-3	-3	-3	-3	-3	1	-3
UniRef90_D4JI53	1	1	-1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1
UniRef90_D4JI54	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI58	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-2	-3	-3	-3	-3	-3	1	-3
UniRef90_D4JI61	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JI71	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JI73	-2	1	-3	1	-3	-2	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIA0	-2	1	-2	-2	-2	1	-3	1	-3	-3	-3	-3	1	1	-3	-2	-3	-3	-3	-3	-3	-2
UniRef90_D4JIB3	-3	1	-3	1	-3	1	-2	1	1	1	1	1	1	1	1	-3	1	1	1	1	1	-3
UniRef90_D4JIB6	-3	1	1	1	1	-3	1	1	1	1	1	1	1	1	1	-3	1	1	1	1	1	-3
UniRef90_D4JIC4	-3	-3	1	1	1	-2	-3	1	-3	-3	-3	1	-3	-3	-3	-3	1	-3	-3	-3	-3	-3
UniRef90_D4JIC5	-3	-3	1	1	1	-2	-3	1	-3	-3	-3	1	-3	-3	-3	-3	1	-3	-3	-3	-3	-3
UniRef90_D4JIE7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JIH5	-3	1	-3	-3	-3	-3	-2	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIH9	-3	-3	-3	1	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JII1	-3	-3	-3	-3	-3	-2	-3	-2	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JII4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JII5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JII8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIJ0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIJ7	1	-3	1	-2	-3	-3	-3	1	-2	-2	-3	-3	-3	-3	1	-2	-3	1	-2	-2	-3	-3
UniRef90_D4JIJ8	-2	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIJ9	-3	-3	-3	-3	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIK1	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIK2	-3	-3	-3	-3	-3	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIK6	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIK7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIL1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIL3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3
UniRef90_D4JIL5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIL9	-3	-2	-3	-3	-2	1	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIM0	-3	-3	-3	1	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIN1	-3	-2	-3	1	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-2	-3	-3
UniRef90_D4JIN5	-3	-2	-3	1	-3	-3	-3	1	-2	-2	-2	-3	-3	-3	-2	-3	-3	-2	-2	-2	-3	-3
UniRef90_D4JIN7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIN8	-3	-3	-3	-3	-2	-3	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	-3	-2	-3	-3	-2	-3
UniRef90_D4JIP0	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIP2	-3	1	-3	-2	-3	-3	-3	1	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2
UniRef90_D4JIP9	-3	-2	-3	-3	-3	-3	-3	1	-2	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-2	-3
UniRef90_D4JIQ0	-3	-3	-3	-3	1	-3	-3	1	-2	-3	-3	1	1	-3	-3	-3	-3	-3	-3	-3	-2	-3
UniRef90_D4JIQ2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIR1	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_D4JIR2	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_D4JIS3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JIX7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JJ04	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JJ05	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_D4JJ12	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JJ36	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3
UniRef90_D4JJ63	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JJ64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_D4JJ73	-1	1	-1	1	-2	1	1	-2	-2	-3	1	-3	1	-3	-1	-1	-1	1	-2	-3	1	-1
UniRef90_D4JJ75	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JJ76	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JJ77	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JJ81	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_D4JJ82	-3	-2	-3	-3	-3	-3	-3	-2	-3	-2	-3	-2	-2	-3	-3	-3	-3	-2	-3	-3	-3	-3
UniRef90_D4JJ83	1	-2	1	-3	-3	-2	-3	1	-2	-2	-3	1	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3
